,Id1,Id2,Type of Content
3021,SkylerBertram1,ArianFoster,RT
3021,SkylerBertram1,MacrodosingPod,RT
3022,RicoMuscatel,NFLonFOX,Mention
3022,RicoMuscatel,Chiefs,Mention
3022,RicoMuscatel,Eagles,Mention
3023,EspressoJose,tipico,Mention
3024,thetadrivium,Throwback420,RT
3025,thetadrivium,GetYoShinebox,RT
3027,plingon11,Readitandweep2,Mention
3029,Jan11555,taufikl,Mention
3030,SpadedLord,midwest_fancy,RT
3032,Dwheel_14,NFL,Mention
3032,Dwheel_14,NFLonFOX,Mention
3032,Dwheel_14,NFLFilms,Mention
3032,Dwheel_14,Chiefs,Mention
3032,Dwheel_14,Bengals,Mention
3033,ubok1978,Kramed67037,Mention
3033,ubok1978,GottliebShow,Mention
3034,Viyapoo,WWERuthlessEra,RT
3035,punkrockdub,GeneSteratore,Mention
3036,Lvnd00,NFL,Mention
3036,Lvnd00,nflnetwork,Mention
3036,Lvnd00,ESPNNFL,Mention
3039,ubok1978,Aftermath_KC,Mention
3040,BREAK_BoyAplus,FormerNFLFan789,RT
3042,SpikeTheNews2,FormerNFLFan789,RT
3043,Lisa20271524,Sir_Saint1,RT
3044,ayoo_noah,FormerNFLFan789,RT
3045,ayoo_noah,edits841,RT
3046,FormerNFLFan789,edits841,RT
3047,BenLineback,FormerNFLFan789,RT
3049,edits841,FormerNFLFan789,RT
3050,phee2_mc,FormerNFLFan789,RT
3051,InkyBri,NFL,Mention
3052,DigitalPtGuard,FormerNFLFan789,RT
3054,SiefkenRobert,AdamSchefter,Mention
3055,grandadteddy,AdamSchefter,Mention
3057,LordShaq2,FormerNFLFan789,RT
3058,Shadology101,FormerNFLFan789,RT
3059,DanielMusto10,FormerNFLFan789,RT
3061,cammarshallfilm,TH3_GOD_,Mention
3061,cammarshallfilm,YoungAngel_,Mention
3061,cammarshallfilm,FirstTake,Mention
3061,cammarshallfilm,MikeFrancesa,Mention
3062,FormerNFLFan789,MAGAMAN858,RT
3062,FormerNFLFan789,NFL,RT
3063,FormerNFLFan789,BornCincyFan,RT
3063,FormerNFLFan789,nflcommish,RT
3063,FormerNFLFan789,NFL,RT
3066,FootballFan734,nflcommish,Mention
3067,wtondo,TheHouse_Ent,RT
3068,_TheZyro,barstoolsports,RT
3071,MAGAMAN858,NFL,Mention
3072,Piersky65,realAlexRWagner,RT
3073,_VictorChaos,Billyhottakes,Mention
3073,_VictorChaos,PFN365,Mention
3074,THE_GRAYF0X,WilliamScottDe3,Mention
3074,THE_GRAYF0X,GottliebShow,Mention
3075,THE_GRAYF0X,NFL,Mention
3076,SiefkenRobert,Chiefs,Mention
3078,rusteezeworld,WorimiFella,RT
3078,rusteezeworld,Bengals,RT
3079,Gruelingtruth,thebengalorian,Mention
3079,Gruelingtruth,TheBengalsWire,Mention
3079,Gruelingtruth,WhoDey_UK,Mention
3079,Gruelingtruth,BengalsNation8,Mention
3079,Gruelingtruth,moose196850,Mention
3079,Gruelingtruth,WhoooDeyy,Mention
3079,Gruelingtruth,BengalsTalk,Mention
3080,WilliamScottDe3,GottliebShow,Mention
3082,ChadJobe2,ShereeWLWT,Mention
3083,9thwdleekilla,Throwback420,RT
3084,cinbengalsJB9,TonyKnowsBall,RT
3085,cinbengalsJB9,gosuprime21,RT
3086,cinbengalsJB9,LazyMxtt,RT
3087,cinbengalsJB9,ppotterta,RT
3088,cinbengalsJB9,MediaLiarz,RT
3088,cinbengalsJB9,tkelce,RT
3088,cinbengalsJB9,PatrickMahomes,RT
3088,cinbengalsJB9,BrittanyLynne,RT
3089,cinbengalsJB9,GetYoShinebox,RT
3091,cinbengalsJB9,CINClothingCo,RT
3092,cinbengalsJB9,punkrockdub,RT
3093,cinbengalsJB9,VARGASSZNN,RT
3094,cinbengalsJB9,Thomas_Buckeye5,RT
3095,cinbengalsJB9,DatFrostyOne,RT
3096,cinbengalsJB9,Cromezn,RT
3097,DonBrow77958233,NFL,Mention
3097,DonBrow77958233,TomBrady,Mention
3098,cinbengalsJB9,curtisxu,RT
3099,cinbengalsJB9,Pi_sulaiman,RT
3100,jayspartan20,MasterAtWorkinc,RT
3102,Layne__w,FormerNFLFan789,RT
3103,texaskid4life,MasterAtWorkinc,RT
3106,floydianship,MasterAtWorkinc,RT
3107,BornCincyFan,nflcommish,Mention
3107,BornCincyFan,NFL,Mention
3108,MasterAtWorkinc,MasterAtWorkinc,RT
3109,PropMclaughlin_,Mikechanginvest,RT
3110,THE_GRAYF0X,JoeGoodberry,Mention
3110,THE_GRAYF0X,nfl,Mention
3111,NoDiiscussiion,CoachOBrien,Mention
3111,NoDiiscussiion,WokeThuney,Mention
3111,NoDiiscussiion,NFL_DovKleiman,Mention
3111,NoDiiscussiion,Real10jayy__,Mention
3112,Pqranold,edits841,RT
3114,WTFinSoCal,heyjacqui_,Mention
3115,FormerNFLFan789,THE_GRAYF0X,RT
3115,FormerNFLFan789,nfl,RT
3115,FormerNFLFan789,NFLOfficiating,RT
3115,FormerNFLFan789,nflcommish,RT
3117,THE_GRAYF0X,nfl,Mention
3117,THE_GRAYF0X,NFLOfficiating,Mention
3117,THE_GRAYF0X,nflcommish,Mention
3118,jackihillis22,DonCoop20,Mention
3118,jackihillis22,PFTCommenter,Mention
3118,jackihillis22,ArianFoster,Mention
3120,KecksterFal,_willcompton,Mention
3121,SkylerBertram1,VivaLaStool,RT
3121,SkylerBertram1,ArianFoster,RT
3121,SkylerBertram1,MacrodosingPod,RT
3122,RicoMuscatel,NFLonFOX,Mention
3122,RicoMuscatel,Chiefs,Mention
3122,RicoMuscatel,Eagles,Mention
3123,EspressoJose,tipico,Mention
3124,thetadrivium,Throwback420,RT
3125,thetadrivium,GetYoShinebox,RT
3127,plingon11,Readitandweep2,Mention
3129,Jan11555,taufikl,Mention
3130,SpadedLord,midwest_fancy,RT
3132,Dwheel_14,NFL,Mention
3132,Dwheel_14,NFLonFOX,Mention
3132,Dwheel_14,NFLFilms,Mention
3132,Dwheel_14,Chiefs,Mention
3132,Dwheel_14,Bengals,Mention
3133,ubok1978,Kramed67037,Mention
3133,ubok1978,GottliebShow,Mention
3134,Viyapoo,WWERuthlessEra,RT
3135,punkrockdub,GeneSteratore,Mention
3136,Lvnd00,NFL,Mention
3136,Lvnd00,nflnetwork,Mention
3136,Lvnd00,ESPNNFL,Mention
3139,ubok1978,Aftermath_KC,Mention
3140,BREAK_BoyAplus,FormerNFLFan789,RT
3142,SpikeTheNews2,FormerNFLFan789,RT
3143,Lisa20271524,Sir_Saint1,RT
3144,ayoo_noah,FormerNFLFan789,RT
3145,ayoo_noah,edits841,RT
3146,FormerNFLFan789,edits841,RT
3147,BenLineback,FormerNFLFan789,RT
3149,edits841,FormerNFLFan789,RT
3150,phee2_mc,FormerNFLFan789,RT
3151,InkyBri,NFL,Mention
3152,DigitalPtGuard,FormerNFLFan789,RT
3154,SiefkenRobert,AdamSchefter,Mention
3155,grandadteddy,AdamSchefter,Mention
3157,LordShaq2,FormerNFLFan789,RT
3158,Shadology101,FormerNFLFan789,RT
3159,DanielMusto10,FormerNFLFan789,RT
3161,cammarshallfilm,TH3_GOD_,Mention
3161,cammarshallfilm,YoungAngel_,Mention
3161,cammarshallfilm,FirstTake,Mention
3161,cammarshallfilm,MikeFrancesa,Mention
3162,FormerNFLFan789,MAGAMAN858,RT
3162,FormerNFLFan789,NFL,RT
3163,FormerNFLFan789,BornCincyFan,RT
3163,FormerNFLFan789,nflcommish,RT
3163,FormerNFLFan789,NFL,RT
3166,FootballFan734,nflcommish,Mention
3167,wtondo,TheHouse_Ent,RT
3168,_TheZyro,barstoolsports,RT
3171,MAGAMAN858,NFL,Mention
3172,Piersky65,realAlexRWagner,RT
3173,_VictorChaos,Billyhottakes,Mention
3173,_VictorChaos,PFN365,Mention
3174,THE_GRAYF0X,WilliamScottDe3,Mention
3174,THE_GRAYF0X,GottliebShow,Mention
3175,THE_GRAYF0X,NFL,Mention
3176,SiefkenRobert,Chiefs,Mention
3178,rusteezeworld,WorimiFella,RT
3178,rusteezeworld,Bengals,RT
3179,Gruelingtruth,thebengalorian,Mention
3179,Gruelingtruth,TheBengalsWire,Mention
3179,Gruelingtruth,WhoDey_UK,Mention
3179,Gruelingtruth,BengalsNation8,Mention
3179,Gruelingtruth,moose196850,Mention
3179,Gruelingtruth,WhoooDeyy,Mention
3179,Gruelingtruth,BengalsTalk,Mention
3180,WilliamScottDe3,GottliebShow,Mention
3182,ChadJobe2,ShereeWLWT,Mention
3183,9thwdleekilla,Throwback420,RT
3184,cinbengalsJB9,TonyKnowsBall,RT
3185,cinbengalsJB9,gosuprime21,RT
3186,cinbengalsJB9,LazyMxtt,RT
3187,cinbengalsJB9,ppotterta,RT
3188,cinbengalsJB9,MediaLiarz,RT
3188,cinbengalsJB9,tkelce,RT
3188,cinbengalsJB9,PatrickMahomes,RT
3188,cinbengalsJB9,BrittanyLynne,RT
3189,cinbengalsJB9,GetYoShinebox,RT
3191,cinbengalsJB9,CINClothingCo,RT
3192,cinbengalsJB9,punkrockdub,RT
3193,cinbengalsJB9,VARGASSZNN,RT
3194,cinbengalsJB9,Thomas_Buckeye5,RT
3195,cinbengalsJB9,DatFrostyOne,RT
3196,cinbengalsJB9,Cromezn,RT
3197,DonBrow77958233,NFL,Mention
3197,DonBrow77958233,TomBrady,Mention
3198,cinbengalsJB9,curtisxu,RT
3199,cinbengalsJB9,Pi_sulaiman,RT
3200,jayspartan20,MasterAtWorkinc,RT
3202,Layne__w,FormerNFLFan789,RT
3203,texaskid4life,MasterAtWorkinc,RT
3206,floydianship,MasterAtWorkinc,RT
3207,BornCincyFan,nflcommish,Mention
3207,BornCincyFan,NFL,Mention
3208,MasterAtWorkinc,MasterAtWorkinc,RT
3209,PropMclaughlin_,Mikechanginvest,RT
3210,THE_GRAYF0X,JoeGoodberry,Mention
3210,THE_GRAYF0X,nfl,Mention
3211,NoDiiscussiion,CoachOBrien,Mention
3211,NoDiiscussiion,WokeThuney,Mention
3211,NoDiiscussiion,NFL_DovKleiman,Mention
3211,NoDiiscussiion,Real10jayy__,Mention
3212,Pqranold,edits841,RT
3214,WTFinSoCal,heyjacqui_,Mention
3215,FormerNFLFan789,THE_GRAYF0X,RT
3215,FormerNFLFan789,nfl,RT
3215,FormerNFLFan789,NFLOfficiating,RT
3215,FormerNFLFan789,nflcommish,RT
3217,THE_GRAYF0X,nfl,Mention
3217,THE_GRAYF0X,NFLOfficiating,Mention
3217,THE_GRAYF0X,nflcommish,Mention
3218,jackihillis22,DonCoop20,Mention
3218,jackihillis22,PFTCommenter,Mention
3218,jackihillis22,ArianFoster,Mention
3220,KecksterFal,_willcompton,Mention
3221,SkylerBertram1,VivaLaStool,RT
3221,SkylerBertram1,ArianFoster,RT
3221,SkylerBertram1,MacrodosingPod,RT
3222,RicoMuscatel,NFLonFOX,Mention
3222,RicoMuscatel,Chiefs,Mention
3222,RicoMuscatel,Eagles,Mention
3223,EspressoJose,tipico,Mention
3224,thetadrivium,Throwback420,RT
3225,thetadrivium,GetYoShinebox,RT
3227,plingon11,Readitandweep2,Mention
3229,Jan11555,taufikl,Mention
3230,SpadedLord,midwest_fancy,RT
3232,Dwheel_14,NFL,Mention
3232,Dwheel_14,NFLonFOX,Mention
3232,Dwheel_14,NFLFilms,Mention
3232,Dwheel_14,Chiefs,Mention
3232,Dwheel_14,Bengals,Mention
3233,ubok1978,Kramed67037,Mention
3233,ubok1978,GottliebShow,Mention
3234,Viyapoo,WWERuthlessEra,RT
3235,punkrockdub,GeneSteratore,Mention
3236,Lvnd00,NFL,Mention
3236,Lvnd00,nflnetwork,Mention
3236,Lvnd00,ESPNNFL,Mention
3239,ubok1978,Aftermath_KC,Mention
3240,BREAK_BoyAplus,FormerNFLFan789,RT
3242,SpikeTheNews2,FormerNFLFan789,RT
3243,Lisa20271524,Sir_Saint1,RT
3244,ayoo_noah,FormerNFLFan789,RT
3245,ayoo_noah,edits841,RT
3246,FormerNFLFan789,edits841,RT
3247,BenLineback,FormerNFLFan789,RT
3249,edits841,FormerNFLFan789,RT
3250,phee2_mc,FormerNFLFan789,RT
3251,InkyBri,NFL,Mention
3252,DigitalPtGuard,FormerNFLFan789,RT
3254,SiefkenRobert,AdamSchefter,Mention
3255,grandadteddy,AdamSchefter,Mention
3257,LordShaq2,FormerNFLFan789,RT
3258,Shadology101,FormerNFLFan789,RT
3259,DanielMusto10,FormerNFLFan789,RT
3261,cammarshallfilm,TH3_GOD_,Mention
3261,cammarshallfilm,YoungAngel_,Mention
3261,cammarshallfilm,FirstTake,Mention
3261,cammarshallfilm,MikeFrancesa,Mention
3262,FormerNFLFan789,MAGAMAN858,RT
3262,FormerNFLFan789,NFL,RT
3263,FormerNFLFan789,BornCincyFan,RT
3263,FormerNFLFan789,nflcommish,RT
3263,FormerNFLFan789,NFL,RT
3266,FootballFan734,nflcommish,Mention
3267,wtondo,TheHouse_Ent,RT
3268,_TheZyro,barstoolsports,RT
3271,MAGAMAN858,NFL,Mention
3272,Piersky65,realAlexRWagner,RT
3273,_VictorChaos,Billyhottakes,Mention
3273,_VictorChaos,PFN365,Mention
3274,THE_GRAYF0X,WilliamScottDe3,Mention
3274,THE_GRAYF0X,GottliebShow,Mention
3275,THE_GRAYF0X,NFL,Mention
3276,SiefkenRobert,Chiefs,Mention
3278,rusteezeworld,WorimiFella,RT
3278,rusteezeworld,Bengals,RT
3279,Gruelingtruth,thebengalorian,Mention
3279,Gruelingtruth,TheBengalsWire,Mention
3279,Gruelingtruth,WhoDey_UK,Mention
3279,Gruelingtruth,BengalsNation8,Mention
3279,Gruelingtruth,moose196850,Mention
3279,Gruelingtruth,WhoooDeyy,Mention
3279,Gruelingtruth,BengalsTalk,Mention
3280,WilliamScottDe3,GottliebShow,Mention
3282,ChadJobe2,ShereeWLWT,Mention
3283,9thwdleekilla,Throwback420,RT
3284,cinbengalsJB9,TonyKnowsBall,RT
3285,cinbengalsJB9,gosuprime21,RT
3286,cinbengalsJB9,LazyMxtt,RT
3287,cinbengalsJB9,ppotterta,RT
3288,cinbengalsJB9,MediaLiarz,RT
3288,cinbengalsJB9,tkelce,RT
3288,cinbengalsJB9,PatrickMahomes,RT
3288,cinbengalsJB9,BrittanyLynne,RT
3289,cinbengalsJB9,GetYoShinebox,RT
3291,cinbengalsJB9,CINClothingCo,RT
3292,cinbengalsJB9,punkrockdub,RT
3293,cinbengalsJB9,VARGASSZNN,RT
3294,cinbengalsJB9,Thomas_Buckeye5,RT
3295,cinbengalsJB9,DatFrostyOne,RT
3296,cinbengalsJB9,Cromezn,RT
3297,DonBrow77958233,NFL,Mention
3297,DonBrow77958233,TomBrady,Mention
3298,cinbengalsJB9,curtisxu,RT
3299,cinbengalsJB9,Pi_sulaiman,RT
3300,jayspartan20,MasterAtWorkinc,RT
3302,Layne__w,FormerNFLFan789,RT
3303,texaskid4life,MasterAtWorkinc,RT
3306,floydianship,MasterAtWorkinc,RT
3307,BornCincyFan,nflcommish,Mention
3307,BornCincyFan,NFL,Mention
3308,MasterAtWorkinc,MasterAtWorkinc,RT
3309,PropMclaughlin_,Mikechanginvest,RT
3310,THE_GRAYF0X,JoeGoodberry,Mention
3310,THE_GRAYF0X,nfl,Mention
3311,NoDiiscussiion,CoachOBrien,Mention
3311,NoDiiscussiion,WokeThuney,Mention
3311,NoDiiscussiion,NFL_DovKleiman,Mention
3311,NoDiiscussiion,Real10jayy__,Mention
3312,Pqranold,edits841,RT
3314,WTFinSoCal,heyjacqui_,Mention
3315,FormerNFLFan789,THE_GRAYF0X,RT
3315,FormerNFLFan789,nfl,RT
3315,FormerNFLFan789,NFLOfficiating,RT
3315,FormerNFLFan789,nflcommish,RT
3317,THE_GRAYF0X,nfl,Mention
3317,THE_GRAYF0X,NFLOfficiating,Mention
3317,THE_GRAYF0X,nflcommish,Mention
3318,jackihillis22,DonCoop20,Mention
3318,jackihillis22,PFTCommenter,Mention
3318,jackihillis22,ArianFoster,Mention
3320,KecksterFal,_willcompton,Mention
3321,SkylerBertram1,VivaLaStool,RT
3321,SkylerBertram1,ArianFoster,RT
3321,SkylerBertram1,MacrodosingPod,RT
3322,RicoMuscatel,NFLonFOX,Mention
3322,RicoMuscatel,Chiefs,Mention
3322,RicoMuscatel,Eagles,Mention
3323,EspressoJose,tipico,Mention
3324,thetadrivium,Throwback420,RT
3325,thetadrivium,GetYoShinebox,RT
3327,plingon11,Readitandweep2,Mention
3329,Jan11555,taufikl,Mention
3330,SpadedLord,midwest_fancy,RT
3332,Dwheel_14,NFL,Mention
3332,Dwheel_14,NFLonFOX,Mention
3332,Dwheel_14,NFLFilms,Mention
3332,Dwheel_14,Chiefs,Mention
3332,Dwheel_14,Bengals,Mention
3333,ubok1978,Kramed67037,Mention
3333,ubok1978,GottliebShow,Mention
3334,Viyapoo,WWERuthlessEra,RT
3335,punkrockdub,GeneSteratore,Mention
3336,Lvnd00,NFL,Mention
3336,Lvnd00,nflnetwork,Mention
3336,Lvnd00,ESPNNFL,Mention
3339,ubok1978,Aftermath_KC,Mention
3340,BREAK_BoyAplus,FormerNFLFan789,RT
3342,SpikeTheNews2,FormerNFLFan789,RT
3343,Lisa20271524,Sir_Saint1,RT
3344,ayoo_noah,FormerNFLFan789,RT
3345,ayoo_noah,edits841,RT
3346,FormerNFLFan789,edits841,RT
3347,BenLineback,FormerNFLFan789,RT
3349,edits841,FormerNFLFan789,RT
3350,phee2_mc,FormerNFLFan789,RT
3351,InkyBri,NFL,Mention
3352,DigitalPtGuard,FormerNFLFan789,RT
3354,SiefkenRobert,AdamSchefter,Mention
3355,grandadteddy,AdamSchefter,Mention
3357,LordShaq2,FormerNFLFan789,RT
3358,Shadology101,FormerNFLFan789,RT
3359,DanielMusto10,FormerNFLFan789,RT
3361,cammarshallfilm,TH3_GOD_,Mention
3361,cammarshallfilm,YoungAngel_,Mention
3361,cammarshallfilm,FirstTake,Mention
3361,cammarshallfilm,MikeFrancesa,Mention
3362,FormerNFLFan789,MAGAMAN858,RT
3362,FormerNFLFan789,NFL,RT
3363,FormerNFLFan789,BornCincyFan,RT
3363,FormerNFLFan789,nflcommish,RT
3363,FormerNFLFan789,NFL,RT
3366,FootballFan734,nflcommish,Mention
3367,wtondo,TheHouse_Ent,RT
3368,_TheZyro,barstoolsports,RT
3371,MAGAMAN858,NFL,Mention
3372,Piersky65,realAlexRWagner,RT
3373,_VictorChaos,Billyhottakes,Mention
3373,_VictorChaos,PFN365,Mention
3374,THE_GRAYF0X,WilliamScottDe3,Mention
3374,THE_GRAYF0X,GottliebShow,Mention
3375,THE_GRAYF0X,NFL,Mention
3376,SiefkenRobert,Chiefs,Mention
3378,rusteezeworld,WorimiFella,RT
3378,rusteezeworld,Bengals,RT
3379,Gruelingtruth,thebengalorian,Mention
3379,Gruelingtruth,TheBengalsWire,Mention
3379,Gruelingtruth,WhoDey_UK,Mention
3379,Gruelingtruth,BengalsNation8,Mention
3379,Gruelingtruth,moose196850,Mention
3379,Gruelingtruth,WhoooDeyy,Mention
3379,Gruelingtruth,BengalsTalk,Mention
3380,WilliamScottDe3,GottliebShow,Mention
3382,ChadJobe2,ShereeWLWT,Mention
3383,9thwdleekilla,Throwback420,RT
3384,cinbengalsJB9,TonyKnowsBall,RT
3385,cinbengalsJB9,gosuprime21,RT
3386,cinbengalsJB9,LazyMxtt,RT
3387,cinbengalsJB9,ppotterta,RT
3388,cinbengalsJB9,MediaLiarz,RT
3388,cinbengalsJB9,tkelce,RT
3388,cinbengalsJB9,PatrickMahomes,RT
3388,cinbengalsJB9,BrittanyLynne,RT
3389,cinbengalsJB9,GetYoShinebox,RT
3391,cinbengalsJB9,CINClothingCo,RT
3392,cinbengalsJB9,punkrockdub,RT
3393,cinbengalsJB9,VARGASSZNN,RT
3394,cinbengalsJB9,Thomas_Buckeye5,RT
3395,cinbengalsJB9,DatFrostyOne,RT
3396,cinbengalsJB9,Cromezn,RT
3397,DonBrow77958233,NFL,Mention
3397,DonBrow77958233,TomBrady,Mention
3398,cinbengalsJB9,curtisxu,RT
3399,cinbengalsJB9,Pi_sulaiman,RT
3400,jayspartan20,MasterAtWorkinc,RT
3402,Layne__w,FormerNFLFan789,RT
3403,texaskid4life,MasterAtWorkinc,RT
3406,floydianship,MasterAtWorkinc,RT
3407,BornCincyFan,nflcommish,Mention
3407,BornCincyFan,NFL,Mention
3408,MasterAtWorkinc,MasterAtWorkinc,RT
3409,PropMclaughlin_,Mikechanginvest,RT
3410,THE_GRAYF0X,JoeGoodberry,Mention
3410,THE_GRAYF0X,nfl,Mention
3411,NoDiiscussiion,CoachOBrien,Mention
3411,NoDiiscussiion,WokeThuney,Mention
3411,NoDiiscussiion,NFL_DovKleiman,Mention
3411,NoDiiscussiion,Real10jayy__,Mention
3412,Pqranold,edits841,RT
3414,WTFinSoCal,heyjacqui_,Mention
3415,FormerNFLFan789,THE_GRAYF0X,RT
3415,FormerNFLFan789,nfl,RT
3415,FormerNFLFan789,NFLOfficiating,RT
3415,FormerNFLFan789,nflcommish,RT
3417,THE_GRAYF0X,nfl,Mention
3417,THE_GRAYF0X,NFLOfficiating,Mention
3417,THE_GRAYF0X,nflcommish,Mention
3418,jackihillis22,DonCoop20,Mention
3418,jackihillis22,PFTCommenter,Mention
3418,jackihillis22,ArianFoster,Mention
3420,KecksterFal,_willcompton,Mention
3421,SkylerBertram1,VivaLaStool,RT
3421,SkylerBertram1,ArianFoster,RT
3421,SkylerBertram1,MacrodosingPod,RT
3422,RicoMuscatel,NFLonFOX,Mention
3422,RicoMuscatel,Chiefs,Mention
3422,RicoMuscatel,Eagles,Mention
3423,EspressoJose,tipico,Mention
3424,thetadrivium,Throwback420,RT
3425,thetadrivium,GetYoShinebox,RT
3427,plingon11,Readitandweep2,Mention
3429,Jan11555,taufikl,Mention
3430,SpadedLord,midwest_fancy,RT
3432,Dwheel_14,NFL,Mention
3432,Dwheel_14,NFLonFOX,Mention
3432,Dwheel_14,NFLFilms,Mention
3432,Dwheel_14,Chiefs,Mention
3432,Dwheel_14,Bengals,Mention
3433,ubok1978,Kramed67037,Mention
3433,ubok1978,GottliebShow,Mention
3434,Viyapoo,WWERuthlessEra,RT
3435,punkrockdub,GeneSteratore,Mention
3436,Lvnd00,NFL,Mention
3436,Lvnd00,nflnetwork,Mention
3436,Lvnd00,ESPNNFL,Mention
3439,ubok1978,Aftermath_KC,Mention
3440,BREAK_BoyAplus,FormerNFLFan789,RT
3442,SpikeTheNews2,FormerNFLFan789,RT
3443,Lisa20271524,Sir_Saint1,RT
3444,ayoo_noah,FormerNFLFan789,RT
3445,ayoo_noah,edits841,RT
3446,FormerNFLFan789,edits841,RT
3447,BenLineback,FormerNFLFan789,RT
3449,edits841,FormerNFLFan789,RT
3450,phee2_mc,FormerNFLFan789,RT
3451,InkyBri,NFL,Mention
3452,DigitalPtGuard,FormerNFLFan789,RT
3454,SiefkenRobert,AdamSchefter,Mention
3455,grandadteddy,AdamSchefter,Mention
3457,LordShaq2,FormerNFLFan789,RT
3458,Shadology101,FormerNFLFan789,RT
3459,DanielMusto10,FormerNFLFan789,RT
3461,cammarshallfilm,TH3_GOD_,Mention
3461,cammarshallfilm,YoungAngel_,Mention
3461,cammarshallfilm,FirstTake,Mention
3461,cammarshallfilm,MikeFrancesa,Mention
3462,FormerNFLFan789,MAGAMAN858,RT
3462,FormerNFLFan789,NFL,RT
3463,FormerNFLFan789,BornCincyFan,RT
3463,FormerNFLFan789,nflcommish,RT
3463,FormerNFLFan789,NFL,RT
3466,FootballFan734,nflcommish,Mention
3467,wtondo,TheHouse_Ent,RT
3468,_TheZyro,barstoolsports,RT
3471,MAGAMAN858,NFL,Mention
3472,Piersky65,realAlexRWagner,RT
3473,_VictorChaos,Billyhottakes,Mention
3473,_VictorChaos,PFN365,Mention
3474,THE_GRAYF0X,WilliamScottDe3,Mention
3474,THE_GRAYF0X,GottliebShow,Mention
3475,THE_GRAYF0X,NFL,Mention
3476,SiefkenRobert,Chiefs,Mention
3478,rusteezeworld,WorimiFella,RT
3478,rusteezeworld,Bengals,RT
3479,Gruelingtruth,thebengalorian,Mention
3479,Gruelingtruth,TheBengalsWire,Mention
3479,Gruelingtruth,WhoDey_UK,Mention
3479,Gruelingtruth,BengalsNation8,Mention
3479,Gruelingtruth,moose196850,Mention
3479,Gruelingtruth,WhoooDeyy,Mention
3479,Gruelingtruth,BengalsTalk,Mention
3480,WilliamScottDe3,GottliebShow,Mention
3482,ChadJobe2,ShereeWLWT,Mention
3483,9thwdleekilla,Throwback420,RT
3484,cinbengalsJB9,TonyKnowsBall,RT
3485,cinbengalsJB9,gosuprime21,RT
3486,cinbengalsJB9,LazyMxtt,RT
3487,cinbengalsJB9,ppotterta,RT
3488,cinbengalsJB9,MediaLiarz,RT
3488,cinbengalsJB9,tkelce,RT
3488,cinbengalsJB9,PatrickMahomes,RT
3488,cinbengalsJB9,BrittanyLynne,RT
3489,cinbengalsJB9,GetYoShinebox,RT
3491,cinbengalsJB9,CINClothingCo,RT
3492,cinbengalsJB9,punkrockdub,RT
3493,cinbengalsJB9,VARGASSZNN,RT
3494,cinbengalsJB9,Thomas_Buckeye5,RT
3495,cinbengalsJB9,DatFrostyOne,RT
3496,cinbengalsJB9,Cromezn,RT
3497,DonBrow77958233,NFL,Mention
3497,DonBrow77958233,TomBrady,Mention
3498,cinbengalsJB9,curtisxu,RT
3499,cinbengalsJB9,Pi_sulaiman,RT
3500,jayspartan20,MasterAtWorkinc,RT
3502,Layne__w,FormerNFLFan789,RT
3503,texaskid4life,MasterAtWorkinc,RT
3506,floydianship,MasterAtWorkinc,RT
3507,BornCincyFan,nflcommish,Mention
3507,BornCincyFan,NFL,Mention
3508,MasterAtWorkinc,MasterAtWorkinc,RT
3509,PropMclaughlin_,Mikechanginvest,RT
3510,THE_GRAYF0X,JoeGoodberry,Mention
3510,THE_GRAYF0X,nfl,Mention
3511,NoDiiscussiion,CoachOBrien,Mention
3511,NoDiiscussiion,WokeThuney,Mention
3511,NoDiiscussiion,NFL_DovKleiman,Mention
3511,NoDiiscussiion,Real10jayy__,Mention
3512,Pqranold,edits841,RT
3514,WTFinSoCal,heyjacqui_,Mention
3515,FormerNFLFan789,THE_GRAYF0X,RT
3515,FormerNFLFan789,nfl,RT
3515,FormerNFLFan789,NFLOfficiating,RT
3515,FormerNFLFan789,nflcommish,RT
3517,THE_GRAYF0X,nfl,Mention
3517,THE_GRAYF0X,NFLOfficiating,Mention
3517,THE_GRAYF0X,nflcommish,Mention
3518,jackihillis22,DonCoop20,Mention
3518,jackihillis22,PFTCommenter,Mention
3518,jackihillis22,ArianFoster,Mention
3520,KecksterFal,_willcompton,Mention
3521,SkylerBertram1,VivaLaStool,RT
3521,SkylerBertram1,ArianFoster,RT
3521,SkylerBertram1,MacrodosingPod,RT
3522,RicoMuscatel,NFLonFOX,Mention
3522,RicoMuscatel,Chiefs,Mention
3522,RicoMuscatel,Eagles,Mention
3523,EspressoJose,tipico,Mention
3524,thetadrivium,Throwback420,RT
3525,thetadrivium,GetYoShinebox,RT
3527,plingon11,Readitandweep2,Mention
3529,Jan11555,taufikl,Mention
3530,SpadedLord,midwest_fancy,RT
3532,Dwheel_14,NFL,Mention
3532,Dwheel_14,NFLonFOX,Mention
3532,Dwheel_14,NFLFilms,Mention
3532,Dwheel_14,Chiefs,Mention
3532,Dwheel_14,Bengals,Mention
3533,ubok1978,Kramed67037,Mention
3533,ubok1978,GottliebShow,Mention
3534,Viyapoo,WWERuthlessEra,RT
3535,punkrockdub,GeneSteratore,Mention
3536,Lvnd00,NFL,Mention
3536,Lvnd00,nflnetwork,Mention
3536,Lvnd00,ESPNNFL,Mention
3539,ubok1978,Aftermath_KC,Mention
